date,district,latitude,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2
01-12-2021,Muzaffarnagar,29.47,14.05,0,0.85,7.54
02-12-2021,Muzaffarnagar,29.47,14.17,0,0.93,5.24
03-12-2021,Muzaffarnagar,29.47,16,1.94,0.91,7.74
04-12-2021,Muzaffarnagar,29.47,18.09,0,0.72,12.9
05-12-2021,Muzaffarnagar,29.47,17.34,0.01,1.15,10.6
06-12-2021,Muzaffarnagar,29.47,15.92,0.69,1.65,10.5
07-12-2021,Muzaffarnagar,29.47,14.1,0,1.95,13.95
08-12-2021,Muzaffarnagar,29.47,13.98,0,1.44,13.73
09-12-2021,Muzaffarnagar,29.47,15.29,0,0.76,12.79
10-12-2021,Muzaffarnagar,29.47,13.71,0,1.43,13.34
11-12-2021,Muzaffarnagar,29.47,12.77,0,1.59,14.52
12-12-2021,Muzaffarnagar,29.47,14.38,0,0.78,12.17
13-12-2021,Muzaffarnagar,29.47,11.89,0,1.34,9.74
14-12-2021,Muzaffarnagar,29.47,12.2,0,1.12,10.48
15-12-2021,Muzaffarnagar,29.47,12.11,0,1.47,11.63
16-12-2021,Muzaffarnagar,29.47,10.97,0,1.58,8.73
17-12-2021,Muzaffarnagar,29.47,9.11,0,2.9,12.15
18-12-2021,Muzaffarnagar,29.47,8.11,0,3.25,10.18
19-12-2021,Muzaffarnagar,29.47,7.42,0,2.55,13.13
20-12-2021,Muzaffarnagar,29.47,8.67,0,1.87,12.94
21-12-2021,Muzaffarnagar,29.47,11.01,0,1.07,12.7
22-12-2021,Muzaffarnagar,29.47,12.52,0,0.88,12.36
23-12-2021,Muzaffarnagar,29.47,13.2,0,1.04,9.83
24-12-2021,Muzaffarnagar,29.47,13.14,0,0.91,9.73
25-12-2021,Muzaffarnagar,29.47,13.96,0,0.85,10.76
26-12-2021,Muzaffarnagar,29.47,12.28,0.22,1.14,3.9
27-12-2021,Muzaffarnagar,29.47,13.78,0.41,0.99,11.82
28-12-2021,Muzaffarnagar,29.47,13.95,0,0.81,8.1
29-12-2021,Muzaffarnagar,29.47,12.56,0.37,1.6,12.25
30-12-2021,Muzaffarnagar,29.47,10.87,0,0.95,11.16
31-12-2021,Muzaffarnagar,29.47,11.09,0,1.34,12.8
01-01-2022,Muzaffarnagar,29.47,11.83,0,1.09,10.95
02-01-2022,Muzaffarnagar,29.47,12.06,0,1.26,11.1
03-01-2022,Muzaffarnagar,29.47,11.96,0,1.06,13.47
04-01-2022,Muzaffarnagar,29.47,13.9,0.01,1.2,7.84
05-01-2022,Muzaffarnagar,29.47,12.45,12.36,1.78,2.9
06-01-2022,Muzaffarnagar,29.47,13.64,1.11,2.61,7.7
07-01-2022,Muzaffarnagar,29.47,14.16,1.06,2.92,5.3
08-01-2022,Muzaffarnagar,29.47,14.31,37.04,4.13,4.46
09-01-2022,Muzaffarnagar,29.47,13.95,18.08,2.35,5.13
10-01-2022,Muzaffarnagar,29.47,12.25,7.83,1.7,10.37
11-01-2022,Muzaffarnagar,29.47,11.34,1.78,1.22,7.01
12-01-2022,Muzaffarnagar,29.47,11.32,0.03,1.07,7.06
13-01-2022,Muzaffarnagar,29.47,11.73,0,1.07,6.54
14-01-2022,Muzaffarnagar,29.47,11.52,0,1.09,7
15-01-2022,Muzaffarnagar,29.47,10.14,0,1.34,5.81
16-01-2022,Muzaffarnagar,29.47,10.17,0,1.65,5.57
17-01-2022,Muzaffarnagar,29.47,9.21,0,1.16,7.17
18-01-2022,Muzaffarnagar,29.47,10.03,0,1.88,9.41
19-01-2022,Muzaffarnagar,29.47,9.55,0.06,1.14,8.02
20-01-2022,Muzaffarnagar,29.47,12.12,0.67,0.76,4.85
21-01-2022,Muzaffarnagar,29.47,12.98,0.25,0.95,9.28
22-01-2022,Muzaffarnagar,29.47,10.76,3.83,4.26,1.89
23-01-2022,Muzaffarnagar,29.47,11.13,20.6,2.04,2.66
24-01-2022,Muzaffarnagar,29.47,10.86,0.47,1.03,5.78
25-01-2022,Muzaffarnagar,29.47,9.92,0.87,1.29,5.06
26-01-2022,Muzaffarnagar,29.47,9.84,0.44,1.78,7.38
27-01-2022,Muzaffarnagar,29.47,9.94,0.03,2.92,12.2
28-01-2022,Muzaffarnagar,29.47,9.68,0,3.12,16.21
29-01-2022,Muzaffarnagar,29.47,10.46,0,2.2,13.33
30-01-2022,Muzaffarnagar,29.47,12.13,0,3.12,13.91
31-01-2022,Muzaffarnagar,29.47,13.7,0,0.89,7.37
01-02-2022,Muzaffarnagar,29.47,13.16,0,2.19,9.99
02-02-2022,Muzaffarnagar,29.47,12.3,0,1.68,9.31
03-02-2022,Muzaffarnagar,29.47,11.23,19.78,2.88,5.49
04-02-2022,Muzaffarnagar,29.47,10.89,2.15,1.25,5.56
05-02-2022,Muzaffarnagar,29.47,10.8,0,1.73,14.67
06-02-2022,Muzaffarnagar,29.47,12.13,0,1.3,14.95
07-02-2022,Muzaffarnagar,29.47,13.31,0,1.3,13.46
08-02-2022,Muzaffarnagar,29.47,14.76,0.93,1,12.96
09-02-2022,Muzaffarnagar,29.47,12.74,5.85,1.46,8.63
10-02-2022,Muzaffarnagar,29.47,12.13,0,2.5,15.21
11-02-2022,Muzaffarnagar,29.47,11.43,0,3.19,16.72
12-02-2022,Muzaffarnagar,29.47,11.69,0,2.46,18.89
13-02-2022,Muzaffarnagar,29.47,14.27,0,1.07,17.42
14-02-2022,Muzaffarnagar,29.47,15.22,0,0.88,15.93
15-02-2022,Muzaffarnagar,29.47,14.77,0,1.09,16.58
16-02-2022,Muzaffarnagar,29.47,14.76,0,1.93,17.11
17-02-2022,Muzaffarnagar,29.47,14.73,0,1.77,17.88
18-02-2022,Muzaffarnagar,29.47,15.11,0,1.82,18.19
19-02-2022,Muzaffarnagar,29.47,14.83,0,2.53,17.83
20-02-2022,Muzaffarnagar,29.47,13.93,0,3.23,19.05
21-02-2022,Muzaffarnagar,29.47,14.67,0,1.66,19.75
22-02-2022,Muzaffarnagar,29.47,15.87,0.02,3.8,17.83
23-02-2022,Muzaffarnagar,29.47,16.56,0.53,3.55,13.89
24-02-2022,Muzaffarnagar,29.47,17.57,0.76,1.09,13.48
25-02-2022,Muzaffarnagar,29.47,17.36,0.51,1.32,15.93
26-02-2022,Muzaffarnagar,29.47,15.32,5.75,3,12.21
27-02-2022,Muzaffarnagar,29.47,15.98,0.1,1.91,20.05
28-02-2022,Muzaffarnagar,29.47,15.3,0,2.1,20.98
01-03-2022,Muzaffarnagar,29.47,17.07,0,1.32,19.05
02-03-2022,Muzaffarnagar,29.47,18.95,0,1.2,20
03-03-2022,Muzaffarnagar,29.47,19.59,0,1.25,17.64
04-03-2022,Muzaffarnagar,29.47,18.81,0,2.18,18.75
05-03-2022,Muzaffarnagar,29.47,17.93,0,2.36,21.28
06-03-2022,Muzaffarnagar,29.47,19.84,0,1,15.79
07-03-2022,Muzaffarnagar,29.47,20.44,0,0.76,16.82
08-03-2022,Muzaffarnagar,29.47,20.55,0,1.73,20.33
09-03-2022,Muzaffarnagar,29.47,20.4,0,2.72,20.64
10-03-2022,Muzaffarnagar,29.47,20.94,0,2.54,20.29
11-03-2022,Muzaffarnagar,29.47,20.94,0,2.54,20.73
12-03-2022,Muzaffarnagar,29.47,20.8,0,2.34,21.77
13-03-2022,Muzaffarnagar,29.47,22.92,0,2.05,20.46
14-03-2022,Muzaffarnagar,29.47,24.26,0,1.26,20.96
15-03-2022,Muzaffarnagar,29.47,25.19,0,2.19,20.28
16-03-2022,Muzaffarnagar,29.47,25.15,0,2.93,21.73
17-03-2022,Muzaffarnagar,29.47,25.09,0,1.35,19.63
18-03-2022,Muzaffarnagar,29.47,27.61,0,1.55,18.51
19-03-2022,Muzaffarnagar,29.47,28.54,0,1.07,18.38
20-03-2022,Muzaffarnagar,29.47,28.59,0,1.08,20.39
21-03-2022,Muzaffarnagar,29.47,28.11,0,2.03,21.61
22-03-2022,Muzaffarnagar,29.47,26.02,0,3.62,22.15
23-03-2022,Muzaffarnagar,29.47,26,0,2.02,21.82
24-03-2022,Muzaffarnagar,29.47,26.41,0,1.12,21.08
25-03-2022,Muzaffarnagar,29.47,25.92,0,2.97,23.23
26-03-2022,Muzaffarnagar,29.47,25.56,0,3.95,24.53
27-03-2022,Muzaffarnagar,29.47,26.08,0,2.92,23.86
28-03-2022,Muzaffarnagar,29.47,27.46,0,1.61,21.91
29-03-2022,Muzaffarnagar,29.47,28.32,0,2.19,23.99
30-03-2022,Muzaffarnagar,29.47,29.62,0,1.3,23.75
31-03-2022,Muzaffarnagar,29.47,28.75,0,1.34,22.31
01-04-2022,Muzaffarnagar,29.47,27.8,0,2.36,25.54
02-04-2022,Muzaffarnagar,29.47,29.32,0,1.48,25.22
03-04-2022,Muzaffarnagar,29.47,28.94,0,1.4,25
04-04-2022,Muzaffarnagar,29.47,29.55,0,2.18,25.19
05-04-2022,Muzaffarnagar,29.47,28.32,0,2.59,23.33
06-04-2022,Muzaffarnagar,29.47,29.24,0,2.49,25.57
07-04-2022,Muzaffarnagar,29.47,29.82,0,2.03,24.97
08-04-2022,Muzaffarnagar,29.47,30.61,0,2.07,24.55
09-04-2022,Muzaffarnagar,29.47,31.64,0,1.88,23.88
10-04-2022,Muzaffarnagar,29.47,31.62,0,2.1,24.24
11-04-2022,Muzaffarnagar,29.47,32.68,0,1.92,23.46
12-04-2022,Muzaffarnagar,29.47,33.27,0,1.29,17.4
13-04-2022,Muzaffarnagar,29.47,31.77,0,1.79,22.54
14-04-2022,Muzaffarnagar,29.47,31.21,0.55,1.52,23.46
15-04-2022,Muzaffarnagar,29.47,30.18,0.03,1.46,24.31
16-04-2022,Muzaffarnagar,29.47,31.18,0,1.5,24.95
17-04-2022,Muzaffarnagar,29.47,31.21,0,1.49,25.04
18-04-2022,Muzaffarnagar,29.47,32.98,0,2.03,24.43
19-04-2022,Muzaffarnagar,29.47,34.3,0,2.01,23.03
20-04-2022,Muzaffarnagar,29.47,33.86,0,3.32,23.74
21-04-2022,Muzaffarnagar,29.47,28.96,0.02,2.09,10.29
22-04-2022,Muzaffarnagar,29.47,30.34,0,1.9,24.1
23-04-2022,Muzaffarnagar,29.47,31.4,0,2.67,25.24
24-04-2022,Muzaffarnagar,29.47,31.72,0,3.62,26.83
25-04-2022,Muzaffarnagar,29.47,32.76,0,3.07,23.67
26-04-2022,Muzaffarnagar,29.47,33.57,0,2.49,24.05
27-04-2022,Muzaffarnagar,29.47,33.39,0,2.6,25.77
28-04-2022,Muzaffarnagar,29.47,35.07,0,1.7,23.86
29-04-2022,Muzaffarnagar,29.47,36.02,0,2.59,22.52
30-04-2022,Muzaffarnagar,29.47,36.19,0,1.96,24.17
01-05-2022,Muzaffarnagar,29.47,34.46,0.01,2.96,24.16
02-05-2022,Muzaffarnagar,29.47,33.88,0,2.99,23.06
03-05-2022,Muzaffarnagar,29.47,33.69,0.04,2.41,19.31
04-05-2022,Muzaffarnagar,29.47,33.99,7.21,2.23,17.26
05-05-2022,Muzaffarnagar,29.47,31.3,0.5,1.79,23.38
06-05-2022,Muzaffarnagar,29.47,32.91,0,1.93,22.28
07-05-2022,Muzaffarnagar,29.47,34.21,0,1.31,24.48
08-05-2022,Muzaffarnagar,29.47,33.88,0.26,1.43,24.12
09-05-2022,Muzaffarnagar,29.47,33.23,0.14,2.2,22.68
10-05-2022,Muzaffarnagar,29.47,33.87,0.64,2.09,22.05
11-05-2022,Muzaffarnagar,29.47,34.72,0.17,1.85,21.63
12-05-2022,Muzaffarnagar,29.47,36.58,0.24,2.02,23.15
13-05-2022,Muzaffarnagar,29.47,36.48,0.01,2.23,25
14-05-2022,Muzaffarnagar,29.47,36.75,0,3.28,27.71
15-05-2022,Muzaffarnagar,29.47,36.81,0,2.24,25.54
16-05-2022,Muzaffarnagar,29.47,36.68,0,2.11,19.31
17-05-2022,Muzaffarnagar,29.47,35.1,0.17,1.92,21.31
18-05-2022,Muzaffarnagar,29.47,36.41,0,1.62,19.37
19-05-2022,Muzaffarnagar,29.47,36.59,0.76,2.03,24.12
20-05-2022,Muzaffarnagar,29.47,37.89,0,2.19,22.79
21-05-2022,Muzaffarnagar,29.47,36.72,1.1,2.61,20.95
22-05-2022,Muzaffarnagar,29.47,34.92,0.1,1.67,24.21
23-05-2022,Muzaffarnagar,29.47,29.29,30.05,4.05,14.16
24-05-2022,Muzaffarnagar,29.47,28.19,7.73,2.48,23.02
25-05-2022,Muzaffarnagar,29.47,30.25,0.65,0.73,26.25
26-05-2022,Muzaffarnagar,29.47,31.87,0,1.26,25.31
27-05-2022,Muzaffarnagar,29.47,33.38,0.29,1.7,22.24
28-05-2022,Muzaffarnagar,29.47,36,0.76,2.02,20.68
29-05-2022,Muzaffarnagar,29.47,34.45,0.86,1.33,24.19
30-05-2022,Muzaffarnagar,29.47,34.32,0,2.23,22.17
31-05-2022,Muzaffarnagar,29.47,33.4,0.52,1.46,22.03
01-06-2022,Muzaffarnagar,29.47,35.13,0.17,2.07,25.36
02-06-2022,Muzaffarnagar,29.47,34.36,0,2.13,25.63
03-06-2022,Muzaffarnagar,29.47,34.88,0,2.56,26.85
04-06-2022,Muzaffarnagar,29.47,35.72,0,2.15,26.62
05-06-2022,Muzaffarnagar,29.47,36.62,0,1.5,26.31
06-06-2022,Muzaffarnagar,29.47,36.55,0,1.35,25.12
07-06-2022,Muzaffarnagar,29.47,36.66,0,2.16,24.48
08-06-2022,Muzaffarnagar,29.47,36.45,0,3.44,23.72
09-06-2022,Muzaffarnagar,29.47,37.32,0,2.77,23.7
10-06-2022,Muzaffarnagar,29.47,37.82,0.3,3.51,24.52
11-06-2022,Muzaffarnagar,29.47,38.14,0.38,4.04,25.62
12-06-2022,Muzaffarnagar,29.47,37.97,0.12,3.25,24.33
13-06-2022,Muzaffarnagar,29.47,38.86,0,3.83,24.87
14-06-2022,Muzaffarnagar,29.47,38.68,0,5.2,19.61
15-06-2022,Muzaffarnagar,29.47,38.42,0.83,4.2,24.39
16-06-2022,Muzaffarnagar,29.47,37.14,2.56,1.8,22.65
17-06-2022,Muzaffarnagar,29.47,32.75,16.34,1.86,15.02
18-06-2022,Muzaffarnagar,29.47,30.94,9.42,2.1,8.75
19-06-2022,Muzaffarnagar,29.47,31.5,0.62,1.92,13.65
20-06-2022,Muzaffarnagar,29.47,32.46,1.13,1.4,21.36
21-06-2022,Muzaffarnagar,29.47,31.66,6.13,1.68,15.59
22-06-2022,Muzaffarnagar,29.47,32.68,0.17,1.99,20.19
23-06-2022,Muzaffarnagar,29.47,33,0,3.45,26.39
24-06-2022,Muzaffarnagar,29.47,32.91,0,2.79,27.97
25-06-2022,Muzaffarnagar,29.47,34.54,0,1.3,26.12
26-06-2022,Muzaffarnagar,29.47,35.07,0.14,1.89,21.78
27-06-2022,Muzaffarnagar,29.47,35.56,0.08,1.75,19.98
28-06-2022,Muzaffarnagar,29.47,36.19,3.03,1.4,15.47
29-06-2022,Muzaffarnagar,29.47,36.32,8.83,1.67,9.19
30-06-2022,Muzaffarnagar,29.47,29.59,47.63,2.51,2.57
01-07-2022,Muzaffarnagar,29.47,30.91,1.49,2.28,17
02-07-2022,Muzaffarnagar,29.47,30.9,14.99,1.88,21.11
03-07-2022,Muzaffarnagar,29.47,31.97,5.59,1.61,19.9
04-07-2022,Muzaffarnagar,29.47,32.1,3.09,1.22,21.49
05-07-2022,Muzaffarnagar,29.47,32.33,6.81,1.87,17.76
06-07-2022,Muzaffarnagar,29.47,32.93,3.35,2.05,16.62
07-07-2022,Muzaffarnagar,29.47,33.04,0.16,2.11,21.12
08-07-2022,Muzaffarnagar,29.47,34.89,0.8,0.94,21.36
09-07-2022,Muzaffarnagar,29.47,31.6,16.45,2.53,10
10-07-2022,Muzaffarnagar,29.47,29.79,6.95,1.85,15.44
11-07-2022,Muzaffarnagar,29.47,32.07,9.46,1.14,22.58
12-07-2022,Muzaffarnagar,29.47,31.21,23.98,1.07,11.94
13-07-2022,Muzaffarnagar,29.47,32.12,0.95,1.36,15.95
14-07-2022,Muzaffarnagar,29.47,31.74,4.39,1.83,20.78
15-07-2022,Muzaffarnagar,29.47,32.36,0.89,2.67,25.8
16-07-2022,Muzaffarnagar,29.47,32.14,7.87,2.32,20.63
17-07-2022,Muzaffarnagar,29.47,32.15,3.59,2.08,15.2
18-07-2022,Muzaffarnagar,29.47,33.27,0.23,1.3,23.81
19-07-2022,Muzaffarnagar,29.47,32.9,4.81,1.68,16.28
20-07-2022,Muzaffarnagar,29.47,31.09,14.14,1.85,7.13
21-07-2022,Muzaffarnagar,29.47,29.36,14.7,0.83,8.89
22-07-2022,Muzaffarnagar,29.47,30.43,1.89,1.24,16.19
23-07-2022,Muzaffarnagar,29.47,30.1,7.01,2.83,19.41
24-07-2022,Muzaffarnagar,29.47,29.28,2.11,2.47,21.87
25-07-2022,Muzaffarnagar,29.47,30.13,3.64,2.78,23
26-07-2022,Muzaffarnagar,29.47,29.43,2.33,2.35,21.26
27-07-2022,Muzaffarnagar,29.47,29.25,4.3,1.55,16.32
28-07-2022,Muzaffarnagar,29.47,29.02,23.56,1.44,15.76
29-07-2022,Muzaffarnagar,29.47,28.78,12.46,1.75,10.91
30-07-2022,Muzaffarnagar,29.47,28.35,37.16,1.3,8.6
31-07-2022,Muzaffarnagar,29.47,28.94,18.14,1.12,11.18
01-08-2022,Muzaffarnagar,29.47,28.79,6.41,0.9,16.92
02-08-2022,Muzaffarnagar,29.47,29.04,3.29,1.61,23.23
03-08-2022,Muzaffarnagar,29.47,29.56,6.26,1.11,16.56
04-08-2022,Muzaffarnagar,29.47,28.66,5.9,1.73,13.87
05-08-2022,Muzaffarnagar,29.47,28.63,5.31,1.87,13.01
06-08-2022,Muzaffarnagar,29.47,29.2,2.89,0.93,18.32
07-08-2022,Muzaffarnagar,29.47,27.26,5.58,1.62,10.39
08-08-2022,Muzaffarnagar,29.47,29.52,0.28,1.11,23.83
09-08-2022,Muzaffarnagar,29.47,29.73,2.53,1.11,22.82
10-08-2022,Muzaffarnagar,29.47,30.95,1.42,1.24,22.97
11-08-2022,Muzaffarnagar,29.47,28.06,9.03,2.31,13.15
12-08-2022,Muzaffarnagar,29.47,29.69,0,1.7,24.31
13-08-2022,Muzaffarnagar,29.47,30.16,0,1.43,24.13
14-08-2022,Muzaffarnagar,29.47,30.61,1.38,1.47,17.16
15-08-2022,Muzaffarnagar,29.47,28.91,15.62,1.65,14.63
16-08-2022,Muzaffarnagar,29.47,29.15,0.18,3.17,18.09
17-08-2022,Muzaffarnagar,29.47,29.5,0.24,2.63,23.49
18-08-2022,Muzaffarnagar,29.47,29.97,0.09,1.33,22.14
19-08-2022,Muzaffarnagar,29.47,29.21,7.58,2.74,17.93
20-08-2022,Muzaffarnagar,29.47,28.37,5.93,0.84,13.16
21-08-2022,Muzaffarnagar,29.47,29.96,0.15,1.5,21.65
22-08-2022,Muzaffarnagar,29.47,30.5,0.17,1.1,20.41
23-08-2022,Muzaffarnagar,29.47,30.25,1.03,3.53,22.44
24-08-2022,Muzaffarnagar,29.47,28.23,6.27,2.82,16.08
25-08-2022,Muzaffarnagar,29.47,29.88,0.36,1.29,17.5
26-08-2022,Muzaffarnagar,29.47,30.1,0.01,2.31,20.54
27-08-2022,Muzaffarnagar,29.47,29.21,0,3.65,20.35
28-08-2022,Muzaffarnagar,29.47,29.34,4.11,2.86,19.95
29-08-2022,Muzaffarnagar,29.47,29.32,2.63,1.28,18.33
30-08-2022,Muzaffarnagar,29.47,29.81,1.12,1.58,20.49
31-08-2022,Muzaffarnagar,29.47,30.22,0.38,2.67,20.19
01-09-2022,Muzaffarnagar,29.47,30.66,1.83,2,19.63
02-09-2022,Muzaffarnagar,29.47,30.33,0.79,1.64,18.67
03-09-2022,Muzaffarnagar,29.47,30.04,0.22,2.43,21.62
04-09-2022,Muzaffarnagar,29.47,30.67,1.61,1.76,23.24
05-09-2022,Muzaffarnagar,29.47,30.41,1.83,1.22,22
06-09-2022,Muzaffarnagar,29.47,30.04,0,1.69,20.59
07-09-2022,Muzaffarnagar,29.47,29.85,1.43,1.58,21.69
08-09-2022,Muzaffarnagar,29.47,29.76,0.25,1.05,20.86
09-09-2022,Muzaffarnagar,29.47,30.5,1.05,1.21,19.17
10-09-2022,Muzaffarnagar,29.47,30.94,1.74,1.01,17.93
11-09-2022,Muzaffarnagar,29.47,31.13,2.99,0.87,21.15
12-09-2022,Muzaffarnagar,29.47,31.25,0.77,1.37,19.07
13-09-2022,Muzaffarnagar,29.47,29.95,2.11,1.8,19.7
14-09-2022,Muzaffarnagar,29.47,29.65,2.86,2.28,12.03
15-09-2022,Muzaffarnagar,29.47,27.92,17.7,1.63,8.58
16-09-2022,Muzaffarnagar,29.47,27,33.39,1.2,9.63
17-09-2022,Muzaffarnagar,29.47,27.88,3.17,1.3,15.98
18-09-2022,Muzaffarnagar,29.47,27.95,1.51,1.33,19.1
19-09-2022,Muzaffarnagar,29.47,28.26,2.01,1.14,13.78
20-09-2022,Muzaffarnagar,29.47,29.16,10.11,0.76,17.39
21-09-2022,Muzaffarnagar,29.47,29.06,20.67,1.32,13.72
22-09-2022,Muzaffarnagar,29.47,28.32,35.05,1.4,6.94
23-09-2022,Muzaffarnagar,29.47,27.1,46.82,1.68,5.42
24-09-2022,Muzaffarnagar,29.47,26.61,48.81,2.73,7.68
25-09-2022,Muzaffarnagar,29.47,26.46,33.76,2.25,8.65
26-09-2022,Muzaffarnagar,29.47,25.58,0.79,2.22,18.02
27-09-2022,Muzaffarnagar,29.47,25.29,0,2.1,18.32
28-09-2022,Muzaffarnagar,29.47,25.54,2.2,1.59,19.31
29-09-2022,Muzaffarnagar,29.47,25.6,0.04,1.53,18.96
30-09-2022,Muzaffarnagar,29.47,25.72,0,1.38,17.53
01-10-2022,Muzaffarnagar,29.47,25.95,0.08,1.43,17.39
02-10-2022,Muzaffarnagar,29.47,25.26,0.02,1.6,18.77
03-10-2022,Muzaffarnagar,29.47,24.44,0,2.26,20.01
04-10-2022,Muzaffarnagar,29.47,26.06,0.02,1.09,18.54
05-10-2022,Muzaffarnagar,29.47,26.53,2.56,1.12,16.35
06-10-2022,Muzaffarnagar,29.47,25.19,1.39,0.89,17.01
07-10-2022,Muzaffarnagar,29.47,24.58,9.08,1.33,9.74
08-10-2022,Muzaffarnagar,29.47,23.53,6.89,2.27,5.71
09-10-2022,Muzaffarnagar,29.47,22.87,97.95,3.25,9.37
10-10-2022,Muzaffarnagar,29.47,23.7,10.45,2.77,10.09
11-10-2022,Muzaffarnagar,29.47,24.31,8.62,0.77,12.81
12-10-2022,Muzaffarnagar,29.47,23.31,4.02,1.04,17.57
13-10-2022,Muzaffarnagar,29.47,22.58,0,1.35,19.15
14-10-2022,Muzaffarnagar,29.47,21.99,0,1.62,19.41
15-10-2022,Muzaffarnagar,29.47,22.73,0,1.13,19.25
16-10-2022,Muzaffarnagar,29.47,23.4,0,0.87,19.3
17-10-2022,Muzaffarnagar,29.47,21.86,0,1.22,18.23
18-10-2022,Muzaffarnagar,29.47,22.67,0.06,0.83,17.17
19-10-2022,Muzaffarnagar,29.47,22.32,0,1.16,16.86
20-10-2022,Muzaffarnagar,29.47,21.44,0,1.52,16.26
21-10-2022,Muzaffarnagar,29.47,22.78,0,1.09,16.64
22-10-2022,Muzaffarnagar,29.47,21.48,0,1.02,16.65
23-10-2022,Muzaffarnagar,29.47,21.74,0,0.87,17.68
24-10-2022,Muzaffarnagar,29.47,20.39,0,1.65,18.69
25-10-2022,Muzaffarnagar,29.47,19.59,0,1.91,16.04
26-10-2022,Muzaffarnagar,29.47,20.81,0,1.15,15.4
27-10-2022,Muzaffarnagar,29.47,21.78,0,0.77,16.4
28-10-2022,Muzaffarnagar,29.47,21.5,0,0.87,15.58
29-10-2022,Muzaffarnagar,29.47,21.12,0,0.78,14.91
30-10-2022,Muzaffarnagar,29.47,20.48,0,0.91,15.93
31-10-2022,Muzaffarnagar,29.47,20.81,0,0.95,15.41
01-11-2022,Muzaffarnagar,29.47,20.84,0,0.98,13.71
02-11-2022,Muzaffarnagar,29.47,20.1,0,1.65,13.34
03-11-2022,Muzaffarnagar,29.47,20.92,0,1.23,15.01
04-11-2022,Muzaffarnagar,29.47,20.85,0,0.91,11.77
05-11-2022,Muzaffarnagar,29.47,20.6,0,1.82,11.31
06-11-2022,Muzaffarnagar,29.47,20.94,0,1.48,11.71
07-11-2022,Muzaffarnagar,29.47,21.2,0,1.11,9.89
08-11-2022,Muzaffarnagar,29.47,20.52,0,1.5,8.42
09-11-2022,Muzaffarnagar,29.47,20.63,0.01,1.18,9.7
10-11-2022,Muzaffarnagar,29.47,19.47,0,1.56,10.38
11-11-2022,Muzaffarnagar,29.47,17.43,0.26,2.54,15.13
12-11-2022,Muzaffarnagar,29.47,16.75,0,2.56,16.49
13-11-2022,Muzaffarnagar,29.47,17.46,0,1.97,15.27
14-11-2022,Muzaffarnagar,29.47,18.32,0.18,1.77,11.01
15-11-2022,Muzaffarnagar,29.47,18.44,0.17,1.97,10.96
16-11-2022,Muzaffarnagar,29.47,17.08,0,2.29,13.94
17-11-2022,Muzaffarnagar,29.47,15.63,0,2.59,14.74
18-11-2022,Muzaffarnagar,29.47,15.88,0,1.45,14.87
19-11-2022,Muzaffarnagar,29.47,16.11,0,1.06,13.74
20-11-2022,Muzaffarnagar,29.47,16,0,1.53,14.34
21-11-2022,Muzaffarnagar,29.47,15.91,0,2.1,13.54
22-11-2022,Muzaffarnagar,29.47,15.09,0,1.98,14.82
23-11-2022,Muzaffarnagar,29.47,14.73,0,2.35,15.1
24-11-2022,Muzaffarnagar,29.47,14.81,0,1.86,14.47
25-11-2022,Muzaffarnagar,29.47,15.49,0,1.23,14.2
26-11-2022,Muzaffarnagar,29.47,15.23,0,2.04,13.39
27-11-2022,Muzaffarnagar,29.47,15.68,0,1.32,13.55
28-11-2022,Muzaffarnagar,29.47,16.08,0,1.14,12.84
29-11-2022,Muzaffarnagar,29.47,16,0,1.14,12.55
30-11-2022,Muzaffarnagar,29.47,15.9,0,1.21,12.56
01-12-2022,Muzaffarnagar,29.47,15.86,0,1.63,13.42
02-12-2022,Muzaffarnagar,29.47,16.97,0,0.79,10.93
03-12-2022,Muzaffarnagar,29.47,17.61,0,0.74,10.66
04-12-2022,Muzaffarnagar,29.47,16.03,0,1.31,11.17
05-12-2022,Muzaffarnagar,29.47,15.08,0,1.32,11.48
06-12-2022,Muzaffarnagar,29.47,14.31,0,2.71,12.81
07-12-2022,Muzaffarnagar,29.47,13.63,0,3.07,13.61
08-12-2022,Muzaffarnagar,29.47,13.42,0,1.6,12.91
09-12-2022,Muzaffarnagar,29.47,14.96,0,1.68,12.7
10-12-2022,Muzaffarnagar,29.47,16.59,0,1.46,11.98
11-12-2022,Muzaffarnagar,29.47,16.93,0,2.24,13.04
12-12-2022,Muzaffarnagar,29.47,15.94,0,2.69,12.04
13-12-2022,Muzaffarnagar,29.47,15.66,0,3.61,14.16
14-12-2022,Muzaffarnagar,29.47,13.48,0,3.18,14.15
15-12-2022,Muzaffarnagar,29.47,12.57,0,2.32,14.06
16-12-2022,Muzaffarnagar,29.47,12.82,0,1.85,13.13
17-12-2022,Muzaffarnagar,29.47,13.28,0,1.77,12.07
18-12-2022,Muzaffarnagar,29.47,13.31,0,1.25,10.4
19-12-2022,Muzaffarnagar,29.47,13.03,0,1.3,10.83
20-12-2022,Muzaffarnagar,29.47,12.62,0,1.78,6.33
21-12-2022,Muzaffarnagar,29.47,12.47,0,1.39,8
22-12-2022,Muzaffarnagar,29.47,11.94,0,1.63,9.82
23-12-2022,Muzaffarnagar,29.47,12.53,0,1.29,10.32
24-12-2022,Muzaffarnagar,29.47,11.79,0,2.48,11.27
