date,district,crop,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,ETo_mm,real_soil_moisture_mm,generated_irrigated
2019-08-19,Ghaziabad,Rice,29.07,3.45,1.71,19.78,5.784998375871245,35.33104283333465,0.0
2019-08-20,Ghaziabad,Rice,28.76,0.46,2.06,20.92,5.788532350913057,25.00251048242159,0.0
2019-08-21,Ghaziabad,Rice,29.35,0.06,2.0,21.84,5.892366996046339,50.0,50.0
2019-08-22,Ghaziabad,Rice,29.36,0.21,1.51,17.08,5.6363122622462924,39.57368773775371,0.0
2019-08-23,Ghaziabad,Rice,30.45,1.71,1.14,20.32,5.919537029298775,30.364150708454936,0.0
2019-08-24,Ghaziabad,Rice,31.47,0.79,1.18,11.17,5.526007575499238,20.628143132955696,0.0
2019-08-25,Ghaziabad,Rice,28.64,8.49,1.39,11.64,5.217832317244208,50.0,50.0
2019-08-26,Ghaziabad,Rice,29.58,0.13,1.64,21.32,5.81306074107934,39.31693925892066,0.0
2019-08-27,Ghaziabad,Rice,30.9,0.0,1.2,21.22,5.952117461799144,28.36482179712152,0.0
2019-08-28,Ghaziabad,Rice,31.27,0.0,1.75,21.94,6.0163280649784765,50.0,50.0
2019-08-29,Ghaziabad,Rice,31.23,0.62,1.45,19.49,5.865682747147025,39.75431725285297,0.0
2019-08-30,Ghaziabad,Rice,30.69,0.65,0.99,20.64,5.841962052668745,29.56235520018423,0.0
2019-08-31,Ghaziabad,Rice,31.93,16.64,0.66,19.55,5.914404419629948,35.28795078055428,0.0
2019-09-01,Ghaziabad,Rice,29.96,12.23,1.62,11.92,5.25774846102978,37.26020231952451,0.0
2019-09-02,Ghaziabad,Rice,30.74,0.32,0.81,19.17,5.714719057437366,26.865483262087146,0.0
2019-09-03,Ghaziabad,Rice,32.24,0.55,0.7,16.05,5.701558107526499,50.0,50.0
2019-09-04,Ghaziabad,Rice,30.69,1.69,1.64,14.66,5.430454235820671,41.25954576417933,0.0
2019-09-05,Ghaziabad,Rice,30.75,0.41,1.3,15.86,5.481783314204507,31.18776244997482,0.0
2019-09-06,Ghaziabad,Rice,30.97,0.96,0.73,17.01,5.547669386409597,21.600093063565225,0.0
2019-09-07,Ghaziabad,Rice,29.85,5.85,0.94,13.6,5.220115127035132,50.0,50.0
2019-09-08,Ghaziabad,Rice,30.02,6.12,0.95,18.99,5.5007868224794345,45.619213177520564,0.0
2019-09-09,Ghaziabad,Rice,31.25,0.88,0.83,19.81,5.66359751345536,35.83561566406521,0.0
2019-09-10,Ghaziabad,Rice,30.75,0.04,1.35,18.46,5.514589017723959,25.361026646341248,0.0
2019-09-11,Ghaziabad,Rice,31.65,0.0,0.97,19.22,5.634820363657785,50.0,50.0
2019-09-12,Ghaziabad,Rice,31.97,0.1,1.18,15.92,5.471582935561167,39.628417064438835,0.0
2019-09-13,Ghaziabad,Rice,30.92,0.45,2.18,18.2,5.45435904672604,29.624058017712798,0.0
2019-09-14,Ghaziabad,Rice,30.74,0.11,2.01,14.49,5.215523480698253,50.0,50.0
2019-09-15,Ghaziabad,Rice,30.67,0.8,0.54,13.07,5.108653047524311,40.69134695247568,0.0
2019-09-16,Ghaziabad,Rice,30.9,0.62,1.4,17.97,5.372165483038423,30.93918146943726,0.0
2019-09-17,Ghaziabad,Rice,30.93,1.84,1.27,16.03,5.250271320032264,22.528910149404997,0.0
2019-09-18,Ghaziabad,Rice,30.89,0.0,1.41,19.39,5.398121239114888,50.0,50.0
2019-09-19,Ghaziabad,Rice,28.77,0.02,2.24,15.48,4.945058515690029,40.074941484309974,0.0
2019-09-20,Ghaziabad,Rice,29.39,0.0,1.64,16.92,5.061882650718442,30.01305883359153,0.0
2019-09-21,Ghaziabad,Rice,29.76,6.45,1.0,17.45,5.105421229571857,26.357637604019676,0.0
2019-09-22,Ghaziabad,Rice,28.04,23.14,2.0,9.81,4.507818906161948,39.98981869785773,0.0
2019-09-23,Ghaziabad,Rice,27.68,1.93,1.53,16.03,4.767643545833617,32.152175152024114,0.0
2019-09-24,Ghaziabad,Rice,27.79,1.81,1.76,14.64,4.68731136600613,24.27486378601799,0.0
2019-09-25,Ghaziabad,Rice,27.42,2.43,1.93,15.27,4.657902295572578,50.0,50.0
2019-09-26,Ghaziabad,Rice,26.89,1.55,2.56,14.83,4.5593626621739585,41.99063733782604,0.0
2019-09-27,Ghaziabad,Rice,26.89,0.58,2.68,13.04,4.448393152253845,33.12224418557219,0.0
2019-09-28,Ghaziabad,Rice,26.62,4.52,3.31,12.39,4.366754690008028,28.275489495564166,0.0
2019-09-29,Ghaziabad,Rice,26.73,1.26,2.55,10.77,4.273250672587564,20.262238822976602,0.0
2019-09-30,Ghaziabad,Rice,26.19,0.68,2.18,12.6,4.290156520412199,50.0,50.0
2019-10-01,Ghaziabad,Rice,27.15,0.35,1.2,13.36,4.398845534374268,40.951154465625734,0.0
2019-10-02,Ghaziabad,Rice,27.73,0.84,0.95,17.46,4.634321506447357,32.15683295917838,0.0
2019-10-03,Ghaziabad,Rice,27.1,6.74,1.18,18.19,4.5814207984684945,29.31541216070989,0.0
2019-10-04,Ghaziabad,Rice,26.16,5.18,1.71,17.79,4.444111113823086,25.051301046886802,0.0
2019-10-05,Ghaziabad,Rice,25.91,0.0,2.23,19.16,4.458553830620991,50.0,50.0
2019-10-06,Ghaziabad,Rice,25.77,0.0,1.82,18.82,4.406052233853085,40.59394776614691,0.0
2019-10-07,Ghaziabad,Rice,26.24,0.0,2.23,15.42,4.27223490445147,31.32171286169544,0.0
2019-10-08,Ghaziabad,Rice,25.98,0.0,1.76,18.97,4.3881295483130325,21.933583313382407,0.0
2019-10-09,Ghaziabad,Rice,26.33,0.0,1.08,19.25,4.412774324126679,50.0,50.0
2019-10-10,Ghaziabad,Rice,26.1,0.0,1.21,18.46,4.3308462631758555,40.66915373682414,0.0
2019-10-11,Ghaziabad,Rice,25.83,0.0,1.04,17.92,4.256835631792796,31.412318105031346,0.0
2019-10-12,Ghaziabad,Rice,26.02,0.0,1.33,16.86,4.20380487038554,22.208513234645807,0.0
2019-10-13,Ghaziabad,Rice,26.36,0.0,1.61,16.43,4.193387433275838,50.0,50.0
2019-10-14,Ghaziabad,Rice,26.71,0.0,1.37,16.46,4.204905548725071,40.79509445127493,0.0
2019-10-15,Ghaziabad,Rice,26.41,0.0,1.33,15.47,4.107257467084871,31.687836984190056,0.0
2019-10-16,Ghaziabad,Rice,26.11,0.06,1.23,15.15,4.041757388862829,22.706079595327225,0.0
2019-10-17,Ghaziabad,Rice,26.78,0.0,0.93,15.31,4.088139133359034,50.0,50.0
2019-10-18,Ghaziabad,Rice,27.14,0.15,1.38,14.69,4.068397591235608,41.08160240876439,0.0
2019-10-19,Ghaziabad,Rice,26.42,0.04,0.75,12.95,3.897479312478267,32.22412309628612,0.0
2019-10-20,Ghaziabad,Rice,24.84,0.0,1.9,14.64,3.8146050829342633,23.409518013351857,0.0
2019-10-21,Ghaziabad,Rice,23.85,0.0,2.41,16.55,3.7891072269655455,50.0,50.0
2019-10-22,Ghaziabad,Rice,23.5,0.0,2.47,15.61,3.6957426478558704,41.30425735214413,0.0
2019-10-23,Ghaziabad,Rice,24.15,0.0,1.76,16.95,3.7917378693856345,32.51251948275849,0.0
2019-10-24,Ghaziabad,Rice,23.58,0.0,1.41,15.7,3.665653864056123,23.84686561870237,0.0
2019-10-25,Ghaziabad,Rice,23.43,0.0,1.32,14.84,3.5946520207566106,50.0,50.0
2019-10-26,Ghaziabad,Rice,23.73,0.0,1.06,14.49,3.5851360682490023,41.414863931751,0.0
2019-10-27,Ghaziabad,Rice,23.99,0.0,1.46,13.2,3.5296486468284662,32.88521528492254,0.0
2019-10-28,Ghaziabad,Rice,24.08,0.0,1.37,10.84,3.408978978645106,24.476236306277432,0.0
2019-10-29,Ghaziabad,Rice,24.24,0.0,1.08,7.84,3.258997621154609,50.0,50.0
2019-10-30,Ghaziabad,Rice,25.07,0.0,1.27,8.93,3.357307076588586,41.64269292341142,0.0
2019-10-31,Ghaziabad,Rice,25.01,0.0,1.46,13.09,3.5302563437532912,33.11243657965812,0.0
2019-11-01,Ghaziabad,Wheat,24.36,0.0,1.17,12.34,3.423194411821646,221.57680558817836,0.0
2019-11-02,Ghaziabad,Wheat,24.39,0.01,1.46,10.08,3.301524687941504,218.28528090023684,0.0
2019-11-03,Ghaziabad,Wheat,23.63,0.14,1.85,6.51,3.0976012257233565,215.32767967451346,0.0
2019-11-04,Ghaziabad,Wheat,23.43,0.14,2.51,10.84,3.224931699204877,212.24274797530856,0.0
2019-11-05,Ghaziabad,Wheat,22.74,0.0,2.48,14.49,3.3128057097249606,208.9299422655836,0.0
2019-11-06,Ghaziabad,Wheat,23.65,0.0,1.22,12.93,3.300759576500413,205.6291826890832,0.0
2019-11-07,Ghaziabad,Wheat,22.39,0.39,1.62,5.19,2.927603347969375,203.0915793411138,0.0
2019-11-08,Ghaziabad,Wheat,23.4,0.05,1.75,12.4,3.2229398693379676,199.91863947177583,0.0
2019-11-09,Ghaziabad,Wheat,22.78,0.0,2.4,14.08,3.2304068813749067,196.68823259040093,0.0
2019-11-10,Ghaziabad,Wheat,21.62,0.0,2.41,12.33,3.048867257615381,193.63936533278556,0.0
2019-11-11,Ghaziabad,Wheat,20.63,0.0,1.77,11.58,2.926047040080597,190.71331829270497,0.0
2019-11-12,Ghaziabad,Wheat,20.19,0.0,1.97,11.47,2.873379966101458,187.83993832660352,0.0
2019-11-13,Ghaziabad,Wheat,21.01,0.0,1.44,9.42,2.8330731136172895,185.0068652129862,0.0
2019-11-14,Ghaziabad,Wheat,21.87,0.0,0.99,6.15,2.768022214424481,182.23884299856172,0.0
2019-11-15,Ghaziabad,Wheat,20.57,0.0,1.18,10.1,2.8020555931336313,179.43678740542808,0.0
2019-11-16,Ghaziabad,Wheat,20.98,0.0,3.03,11.46,2.8760155164715218,225.0,70.0
2019-11-17,Ghaziabad,Wheat,21.16,0.0,4.31,14.19,2.988738226353884,222.0112617736461,0.0
2019-11-18,Ghaziabad,Wheat,19.46,0.0,2.58,13.96,2.8367497415882315,219.1745120320579,0.0
2019-11-19,Ghaziabad,Wheat,19.71,0.0,1.52,13.38,2.820623416321748,216.35388861573614,0.0
2019-11-20,Ghaziabad,Wheat,20.23,0.0,0.83,13.36,2.8467112563110155,213.50717735942513,0.0
2019-11-21,Ghaziabad,Wheat,19.58,0.0,1.14,10.64,2.6776620813844683,210.82951527804067,0.0
2019-11-22,Ghaziabad,Wheat,19.96,0.0,1.39,10.28,2.6786741389742814,208.1508411390664,0.0
2019-11-23,Ghaziabad,Wheat,20.78,0.0,2.47,8.86,2.664934187170971,205.4859069518954,0.0
2019-11-24,Ghaziabad,Wheat,21.44,0.0,2.35,9.69,2.735734163506544,202.75017278838885,0.0
2019-11-25,Ghaziabad,Wheat,22.17,0.0,1.17,10.98,2.832114211629539,199.9180585767593,0.0
2019-11-26,Ghaziabad,Wheat,21.61,0.0,1.41,10.03,2.7412872910089505,197.17677128575036,0.0
2019-11-27,Ghaziabad,Wheat,20.46,0.2,1.94,8.74,2.5969469854764036,194.77982430027396,0.0
2019-11-28,Ghaziabad,Wheat,19.89,8.52,3.16,6.47,2.451542963871817,200.84828133640215,0.0
2019-11-29,Ghaziabad,Wheat,18.32,4.15,1.51,9.9,2.4809830987587307,202.51729823764342,0.0
2019-11-30,Ghaziabad,Wheat,16.88,0.0,1.83,10.19,2.385352808766376,200.13194542887703,0.0
2019-12-01,Ghaziabad,Wheat,15.73,0.0,1.93,10.45,2.3086112084052246,197.8233342204718,0.0
2019-12-02,Ghaziabad,Wheat,15.02,0.0,2.05,12.52,2.3256735689205614,195.49766065155123,0.0
2019-12-03,Ghaziabad,Wheat,15.21,0.0,2.03,14.03,2.3845725372553463,193.1130881142959,0.0
2019-12-04,Ghaziabad,Wheat,15.45,0.0,1.43,11.94,2.3232731037507803,190.7898150105451,0.0
2019-12-05,Ghaziabad,Wheat,16.07,0.0,0.75,9.95,2.2882578976067482,188.50155711293837,0.0
2019-12-06,Ghaziabad,Wheat,16.89,0.0,0.73,9.48,2.320217764184872,186.1813393487535,0.0
2019-12-07,Ghaziabad,Wheat,17.61,0.0,0.92,9.78,2.374744055927172,183.80659529282633,0.0
2019-12-08,Ghaziabad,Wheat,17.15,0.0,0.96,9.47,2.3271567217970746,181.47943857102925,0.0
2019-12-09,Ghaziabad,Wheat,15.48,0.0,0.96,8.94,2.192224079760606,179.28721449126866,0.0
2019-12-10,Ghaziabad,Wheat,15.88,0.0,1.22,9.05,2.2187467803237104,225.0,70.0
2019-12-11,Ghaziabad,Wheat,16.45,0.0,0.89,7.37,2.1880657799904477,222.81193422000956,0.0
2019-12-12,Ghaziabad,Wheat,15.52,12.65,2.19,4.71,2.080196300405232,225.0,0.0
2019-12-13,Ghaziabad,Wheat,15.18,26.34,2.0,3.12,2.0558695356301078,225.0,0.0
2019-12-14,Ghaziabad,Wheat,13.77,0.1,1.11,7.19,2.0024736783576835,223.0975263216423,0.0
2019-12-15,Ghaziabad,Wheat,13.01,0.0,1.69,9.36,2.027307147553855,221.07021917408846,0.0
2019-12-16,Ghaziabad,Wheat,11.31,0.0,2.14,2.88,1.8085903281979288,219.26162884589053,0.0
2019-12-17,Ghaziabad,Wheat,10.7,0.0,2.08,3.74,1.7694343178853218,217.4921945280052,0.0
2019-12-18,Ghaziabad,Wheat,10.32,0.0,1.93,8.0,1.80443999716495,215.68775453084024,0.0
2019-12-19,Ghaziabad,Wheat,11.15,0.0,1.22,5.69,1.7959093099782912,213.89184522086194,0.0
2019-12-20,Ghaziabad,Wheat,12.84,0.0,1.25,6.78,1.92292198457999,211.96892323628194,0.0
2019-12-21,Ghaziabad,Wheat,14.46,0.0,1.78,6.64,2.0195648166828954,209.94935841959904,0.0
2019-12-22,Ghaziabad,Wheat,12.17,0.0,2.25,7.32,1.900063343806765,208.04929507579226,0.0
2019-12-23,Ghaziabad,Wheat,11.95,0.0,1.84,7.45,1.8913441511654405,206.15795092462682,0.0
2019-12-24,Ghaziabad,Wheat,10.65,0.0,1.22,7.74,1.8191610031912615,204.33878992143556,0.0
2019-12-25,Ghaziabad,Wheat,9.79,0.0,1.92,6.84,1.7372422589219376,202.60154766251364,0.0
2019-12-26,Ghaziabad,Wheat,9.14,0.0,2.24,7.93,1.7313920448002091,200.87015561771344,0.0
2019-12-27,Ghaziabad,Wheat,7.52,0.0,1.53,7.99,1.6308242798221786,199.23933133789126,0.0
2019-12-28,Ghaziabad,Wheat,7.48,0.0,1.36,5.79,1.5782232467082367,197.66110809118302,0.0
2019-12-29,Ghaziabad,Wheat,8.9,0.0,1.01,6.83,1.6892007643556048,195.97190732682742,0.0
2019-12-30,Ghaziabad,Wheat,8.55,0.0,1.46,2.52,1.6509614462699422,194.32094588055747,0.0
2019-12-31,Ghaziabad,Wheat,8.04,0.0,1.19,7.41,1.6576804638144325,192.66326541674303,0.0
2020-01-01,Ghaziabad,Wheat,10.65,0.0,1.54,10.28,1.9195295417569613,190.74373587498607,0.0
2020-01-02,Ghaziabad,Wheat,12.48,0.06,1.48,10.87,2.066533312559711,188.73720256242638,0.0
2020-01-03,Ghaziabad,Wheat,14.64,0.06,1.14,11.11,2.227197881456102,186.57000468097027,0.0
2020-01-04,Ghaziabad,Wheat,13.88,0.09,1.38,9.07,2.109661284331114,184.55034339663916,0.0
2020-01-05,Ghaziabad,Wheat,12.81,0.0,1.61,10.77,2.100577782205009,182.44976561443414,0.0
2020-01-06,Ghaziabad,Wheat,13.7,0.02,1.5,5.41,2.0106496676170393,180.45911594681712,0.0
2020-01-07,Ghaziabad,Wheat,14.59,0.89,2.0,5.94,2.074455387929758,179.27466055888735,0.0
2020-01-08,Ghaziabad,Wheat,13.18,9.69,1.79,2.21,1.991207871516108,186.97345268737124,0.0
2020-01-09,Ghaziabad,Wheat,9.67,0.15,2.59,10.49,1.8985958991063525,185.2248567882649,0.0
2020-01-10,Ghaziabad,Wheat,8.99,0.0,2.1,13.63,1.946919829635618,183.27793695862928,0.0
2020-01-11,Ghaziabad,Wheat,10.4,0.0,1.54,13.4,2.0493371770082054,181.22859978162109,0.0
2020-01-12,Ghaziabad,Wheat,13.13,0.0,1.22,13.3,2.2521544202819137,178.97644536133916,0.0
2020-01-13,Ghaziabad,Wheat,14.82,0.27,2.15,8.18,2.202224113197593,225.0,70.0
2020-01-14,Ghaziabad,Wheat,14.25,0.02,1.43,8.24,2.174353878001596,222.8456461219984,0.0
2020-01-15,Ghaziabad,Wheat,13.32,0.0,1.33,9.18,2.152588491358323,220.69305763064008,0.0
2020-01-16,Ghaziabad,Wheat,12.64,3.03,1.96,4.34,2.0245101512211687,221.69854747941892,0.0
2020-01-17,Ghaziabad,Wheat,12.85,7.54,1.57,8.42,2.1115985207347014,225.0,0.0
2020-01-18,Ghaziabad,Wheat,12.95,0.0,1.3,6.07,2.0656823355919287,222.93431766440807,0.0
2020-01-19,Ghaziabad,Wheat,11.06,0.0,1.92,11.3,2.0978389241093716,220.8364787402987,0.0
2020-01-20,Ghaziabad,Wheat,11.01,0.0,1.42,7.97,1.9969740354601668,218.83950470483853,0.0
2020-01-21,Ghaziabad,Wheat,13.13,0.0,1.18,8.77,2.182128697697567,216.65737600714095,0.0
2020-01-22,Ghaziabad,Wheat,12.91,0.0,2.05,9.53,2.2031338766945954,214.45424213044635,0.0
2020-01-23,Ghaziabad,Wheat,11.36,0.0,3.52,15.05,2.2744003638452965,212.17984176660104,0.0
2020-01-24,Ghaziabad,Wheat,11.46,0.0,2.95,16.43,2.3340550514474994,209.84578671515354,0.0
2020-01-25,Ghaziabad,Wheat,11.77,0.0,1.42,13.95,2.2941936751062033,207.55159304004732,0.0
2020-01-26,Ghaziabad,Wheat,14.12,0.0,1.62,14.52,2.5075666298333195,205.044026410214,0.0
2020-01-27,Ghaziabad,Wheat,15.98,0.44,1.66,9.11,2.468934240825624,203.01509216938837,0.0
2020-01-28,Ghaziabad,Wheat,14.23,5.96,1.93,8.59,2.3346074631739127,206.64048470621447,0.0
2020-01-29,Ghaziabad,Wheat,13.94,1.26,1.27,13.29,2.4897924804245815,205.4106922257899,0.0
2020-01-30,Ghaziabad,Wheat,12.01,0.0,2.38,15.63,2.423559194702981,202.9871330310869,0.0
2020-01-31,Ghaziabad,Wheat,11.83,0.0,1.81,15.08,2.4044160271497717,200.58271700393712,0.0
2020-02-01,Ghaziabad,Wheat,12.39,0.0,1.35,14.99,2.459828923062502,198.12288808087462,0.0
2020-02-02,Ghaziabad,Wheat,11.46,0.0,2.04,15.07,2.3990991123268763,195.72378896854775,0.0
2020-02-03,Ghaziabad,Wheat,12.08,0.0,1.49,15.98,2.4912236488502875,193.23256531969747,0.0
2020-02-04,Ghaziabad,Wheat,12.61,0.0,1.2,14.02,2.486610383382884,190.74595493631458,0.0
2020-02-05,Ghaziabad,Wheat,12.66,0.0,2.04,13.77,2.496285923986567,188.249669012328,0.0
2020-02-06,Ghaziabad,Wheat,12.14,0.0,1.41,14.58,2.4929781254190004,185.756690886909,0.0
2020-02-07,Ghaziabad,Wheat,12.41,0.0,1.57,14.74,2.5344993612641975,183.2221915256448,0.0
2020-02-08,Ghaziabad,Wheat,11.94,0.0,1.89,15.45,2.531137920136071,180.69105360550873,0.0
2020-02-09,Ghaziabad,Wheat,12.83,0.0,1.51,15.45,2.621394558204694,178.06965904730404,0.0
2020-02-10,Ghaziabad,Wheat,13.52,0.0,1.55,15.15,2.6855791386497803,225.0,70.0
2020-02-11,Ghaziabad,Wheat,14.23,0.0,1.37,14.96,2.755525118900179,222.24447488109982,0.0
2020-02-12,Ghaziabad,Wheat,15.65,0.0,2.32,15.44,2.9109281204072737,219.33354676069254,0.0
2020-02-13,Ghaziabad,Wheat,18.71,0.0,3.6,17.21,3.2625092956143735,216.07103746507818,0.0
2020-02-14,Ghaziabad,Wheat,17.74,0.0,4.06,18.46,3.2391099659554543,212.8319274991227,0.0
2020-02-15,Ghaziabad,Wheat,15.62,0.0,2.85,19.72,3.1053957648255652,209.72653173429714,0.0
2020-02-16,Ghaziabad,Wheat,16.12,0.0,2.05,19.19,3.151045057697894,206.57548667659924,0.0
2020-02-17,Ghaziabad,Wheat,16.46,0.0,2.16,18.6,3.1796745576617362,203.3958121189375,0.0
2020-02-18,Ghaziabad,Wheat,16.31,0.0,2.16,19.6,3.2180216168190703,200.17779050211843,0.0
2020-02-19,Ghaziabad,Wheat,18.39,0.0,2.3,15.03,3.2613968131156414,196.91639368900277,0.0
2020-02-20,Ghaziabad,Wheat,19.08,1.75,3.74,15.7,3.368903507106903,195.29749018189588,0.0
2020-02-21,Ghaziabad,Wheat,17.18,9.08,3.3,6.36,2.9260733081994643,201.45141687369642,0.0
2020-02-22,Ghaziabad,Wheat,17.31,0.08,1.65,12.47,3.1211867600011356,198.4102301136953,0.0
2020-02-23,Ghaziabad,Wheat,19.26,0.29,0.89,12.75,3.3252731762059136,195.37495693748937,0.0
2020-02-24,Ghaziabad,Wheat,18.91,0.0,1.87,15.82,3.4349527176878047,191.94000421980158,0.0
2020-02-25,Ghaziabad,Wheat,18.45,0.57,1.66,15.98,3.417227249248149,189.09277697055342,0.0
2020-02-26,Ghaziabad,Wheat,18.91,0.0,1.5,16.61,3.504541870920358,185.58823509963307,0.0
2020-02-27,Ghaziabad,Wheat,18.11,0.0,1.56,14.29,3.358060454409909,182.23017464522314,0.0
2020-02-28,Ghaziabad,Wheat,19.58,0.0,2.91,14.33,3.516949453644319,178.71322519157883,0.0
2020-02-29,Ghaziabad,Wheat,19.94,5.39,2.61,14.05,3.5593333401377203,180.5438918514411,0.0
2020-03-01,Ghaziabad,Wheat,20.47,1.02,1.48,17.82,3.7838357400299083,177.7800561114112,0.0
2020-03-02,Ghaziabad,Wheat,20.93,0.0,1.14,17.57,3.8398837353653508,225.0,70.0
2020-03-03,Ghaziabad,Wheat,21.0,0.0,1.48,17.3,3.8565336666227585,221.14346633337723,0.0
2020-03-04,Ghaziabad,Wheat,21.23,4.16,1.48,15.4,3.821070861414666,221.48239547196258,0.0
2020-03-05,Ghaziabad,Wheat,20.19,6.15,2.43,15.08,3.7262837827267496,223.90611168923584,0.0
2020-03-06,Ghaziabad,Wheat,17.96,37.97,3.09,12.01,3.4053278028582916,225.0,0.0
2020-03-07,Ghaziabad,Wheat,18.0,0.16,1.47,12.14,3.4331855159172777,221.72681448408272,0.0
2020-03-08,Ghaziabad,Wheat,18.14,0.0,1.67,20.17,3.775877812274214,217.9509366718085,0.0
2020-03-09,Ghaziabad,Wheat,17.52,0.0,2.89,21.25,3.768732907677513,214.182203764131,0.0
2020-03-10,Ghaziabad,Wheat,18.18,0.0,1.34,18.62,3.760231075004176,210.42197268912682,0.0
2020-03-11,Ghaziabad,Wheat,19.97,0.53,2.35,16.94,3.8999334602683366,207.0520392288585,0.0
2020-03-12,Ghaziabad,Wheat,21.01,1.86,2.09,18.93,4.109442222207251,204.80259700665124,0.0
2020-03-13,Ghaziabad,Wheat,20.02,1.99,1.36,20.42,4.083138597154469,202.7094584094968,0.0
2020-03-14,Ghaziabad,Wheat,16.97,4.09,1.48,13.5,3.5138037363508747,203.28565467314593,0.0
2020-03-15,Ghaziabad,Wheat,17.73,2.8,0.9,19.51,3.839197546759709,202.24645712638622,0.0
2020-03-16,Ghaziabad,Wheat,19.27,0.0,1.48,17.07,3.928774754848208,198.317682371538,0.0
2020-03-17,Ghaziabad,Wheat,20.39,0.0,2.13,22.13,4.26950903414621,194.0481733373918,0.0
2020-03-18,Ghaziabad,Wheat,21.42,0.0,2.15,21.3,4.371238197303073,189.67693514008872,0.0
2020-03-19,Ghaziabad,Wheat,22.65,0.0,1.58,21.73,4.546778152300455,185.13015698778827,0.0
2020-03-20,Ghaziabad,Wheat,23.72,0.01,0.97,18.36,4.541451459669518,180.59870552811873,0.0
2020-03-21,Ghaziabad,Wheat,24.72,0.0,0.81,18.62,4.683685806913043,175.91501972120568,0.0
2020-03-22,Ghaziabad,Wheat,24.18,0.0,1.74,22.43,4.811952386566449,225.0,70.0
2020-03-23,Ghaziabad,Wheat,23.77,0.0,1.37,20.7,4.710936347022733,220.28906365297726,0.0
2020-03-24,Ghaziabad,Wheat,24.48,0.48,1.34,14.96,4.551302032956219,216.21776162002104,0.0
2020-03-25,Ghaziabad,Wheat,25.36,0.0,2.13,21.59,4.972882936852452,211.2448786831686,0.0
2020-03-26,Ghaziabad,Wheat,24.0,0.24,2.63,13.26,4.459897226890743,207.02498145627786,0.0
2020-03-27,Ghaziabad,Wheat,22.54,3.74,2.21,11.81,4.256451524078933,206.50852993219894,0.0
2020-03-28,Ghaziabad,Wheat,22.74,0.04,2.32,24.9,4.866113237666954,201.68241669453198,0.0
2020-03-29,Ghaziabad,Wheat,23.1,0.0,3.21,24.47,4.910545807829854,196.77187088670212,0.0
2020-03-30,Ghaziabad,Wheat,22.86,0.0,2.92,24.85,4.916124899432934,191.8557459872692,0.0
2020-03-31,Ghaziabad,Wheat,23.69,0.01,2.64,21.51,4.892738502409416,186.97300748485975,0.0
2020-04-01,Ghaziabad,Wheat,25.71,0.67,1.82,24.09,5.266379799586383,182.37662768527335,0.0
2020-04-02,Ghaziabad,Wheat,24.36,0.0,3.13,24.2,5.12640129547664,177.2502263897967,0.0
2020-04-03,Ghaziabad,Wheat,23.15,0.0,2.95,26.1,5.0761585641610445,225.0,70.0
2020-04-04,Ghaziabad,Wheat,23.96,0.0,2.5,26.17,5.197609106021289,219.80239089397872,0.0
2020-04-05,Ghaziabad,Wheat,25.81,0.0,1.53,23.87,5.344404153002797,214.45798674097594,0.0
2020-04-06,Ghaziabad,Wheat,26.62,0.0,2.46,25.44,5.533561491213373,208.92442524976258,0.0
2020-04-07,Ghaziabad,Wheat,26.81,0.0,2.7,24.45,5.530663612553732,203.39376163720885,0.0
2020-04-08,Ghaziabad,Wheat,25.96,0.0,2.63,25.11,5.472647640588387,197.92111399662048,0.0
2020-04-09,Ghaziabad,Wheat,25.51,0.0,2.49,24.4,5.402296771575056,192.5188172250454,0.0
2020-04-10,Ghaziabad,Wheat,27.89,0.0,2.15,24.61,5.727058501744907,186.7917587233005,0.0
2020-04-11,Ghaziabad,Wheat,29.14,0.0,1.97,24.82,5.912093772093424,180.87966495120708,0.0
2020-04-12,Ghaziabad,Wheat,28.96,0.0,2.87,25.34,5.932184453489529,174.94748049771755,0.0
2020-04-13,Ghaziabad,Wheat,30.33,0.0,2.47,24.18,6.066776338057357,225.0,70.0
2020-04-14,Ghaziabad,Wheat,32.34,0.0,0.98,20.4,6.1398596209930965,218.8601403790069,0.0
2020-04-15,Ghaziabad,Wheat,31.98,0.0,1.65,22.04,6.200129962808954,212.66001041619796,0.0
2020-04-16,Ghaziabad,Wheat,30.81,0.0,2.59,23.39,6.1402871806271575,206.5197232355708,0.0
2020-04-17,Ghaziabad,Wheat,29.68,0.05,1.52,22.38,5.96396047782666,200.60576275774417,0.0
2020-04-18,Ghaziabad,Wheat,29.8,2.06,1.96,21.67,5.959666643512739,196.70609611423143,0.0
2020-04-19,Ghaziabad,Wheat,28.88,1.36,2.26,24.0,5.973985557429136,192.0921105568023,0.0
2020-04-20,Ghaziabad,Wheat,24.65,0.07,2.4,13.19,4.947437776331843,187.21467278047047,0.0
2020-04-21,Ghaziabad,Wheat,27.72,0.01,1.83,23.68,5.84003124829313,181.38464153217734,0.0
2020-04-22,Ghaziabad,Wheat,28.48,0.0,1.74,26.05,6.065333970467556,175.3193075617098,0.0
2020-04-23,Ghaziabad,Wheat,28.45,0.19,2.18,16.04,5.582061481557999,225.0,70.0
2020-04-24,Ghaziabad,Wheat,30.77,0.01,1.4,26.11,6.398243377813232,218.61175662218676,0.0
