date,district,latitude,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,sm_rootzone_m3m3
2019-08-29,Meerut,28.98,31.53,0.64,0.99,19.49,0.37101936
2019-08-30,Meerut,28.98,30.25,0.75,0.99,20.64,0.3862381
2019-08-31,Meerut,28.98,31.51,22.26,0.76,19.55,0.38342157
2019-09-01,Meerut,28.98,29.87,18.25,1.24,11.92,0.40691504
2019-09-02,Meerut,28.98,29.22,0.19,1.16,19.17,0.38718033
2019-09-03,Meerut,28.98,30.84,0.66,0.94,16.05,0.39295578
2019-09-04,Meerut,28.98,30.34,1.7,1.32,14.66,0.39578947
2019-09-05,Meerut,28.98,30.57,0.56,1.02,15.86,0.380092
2019-09-06,Meerut,28.98,30.23,1.75,0.64,17.01,0.3764051
2019-09-07,Meerut,28.98,29.56,4.81,1.0,13.6,0.39060083
2019-09-08,Meerut,28.98,29.8,4.23,0.66,18.99,0.37301955
2019-09-09,Meerut,28.98,30.3,0.02,1.16,19.81,0.359073
2019-09-10,Meerut,28.98,30.05,0.28,1.32,18.46,0.34652647
2019-09-11,Meerut,28.98,30.81,0.3,0.98,19.22,0.33706284
2019-09-12,Meerut,28.98,31.28,0.11,1.01,15.92,0.34212494
2019-09-13,Meerut,28.98,30.77,0.29,2.06,18.2,0.33464304
2019-09-14,Meerut,28.98,30.78,0.24,1.82,14.49,0.32583937
2019-09-15,Meerut,28.98,30.44,0.26,0.88,13.07,0.32376862
2019-09-16,Meerut,28.98,30.56,1.16,1.37,17.97,0.31961313
2019-09-17,Meerut,28.98,30.13,7.71,1.17,16.03,0.35162798
2019-09-18,Meerut,28.98,30.21,0.02,1.26,19.39,0.33574295
2019-09-19,Meerut,28.98,28.37,0.03,2.25,15.48,0.32162794
2019-09-20,Meerut,28.98,28.97,0.0,1.68,16.92,0.31635794
2019-09-21,Meerut,28.98,29.6,4.96,0.88,17.45,0.3666719
2019-09-22,Meerut,28.98,28.27,12.6,1.62,9.81,0.38591576
2019-09-23,Meerut,28.98,28.15,2.25,1.12,16.03,0.3943081
2019-09-24,Meerut,28.98,28.19,0.55,1.55,14.64,0.3842608
2019-09-25,Meerut,28.98,28.13,1.49,1.85,15.27,0.3776563
2019-09-26,Meerut,28.98,27.27,1.89,2.39,14.83,0.3792483
2019-09-27,Meerut,28.98,26.93,1.06,2.76,13.04,0.36555228
2019-09-28,Meerut,28.98,26.73,5.88,3.28,12.39,0.36205992
2019-09-29,Meerut,28.98,26.3,1.35,2.74,10.77,0.36170897
2019-09-30,Meerut,28.98,26.09,1.58,2.17,12.6,0.3725586
2019-10-01,Meerut,28.98,27.13,0.59,1.18,13.36,0.3673935
2019-10-02,Meerut,28.98,27.32,0.79,0.95,17.46,0.35289893
2019-10-03,Meerut,28.98,26.25,7.19,1.27,18.19,0.33794656
2019-10-04,Meerut,28.98,25.63,3.52,1.97,17.79,0.36050162
2019-10-05,Meerut,28.98,25.12,0.0,2.4,19.16,0.3499991
2019-10-06,Meerut,28.98,25.3,0.0,1.94,18.82,0.3294258
2019-10-07,Meerut,28.98,25.92,0.0,2.52,15.42,0.3141098
2019-10-08,Meerut,28.98,25.51,0.0,1.83,18.97,0.30090523
2019-10-09,Meerut,28.98,25.95,0.0,1.14,19.25,0.29146576
2019-10-10,Meerut,28.98,25.66,0.0,1.32,18.46,0.28320184
2019-10-11,Meerut,28.98,25.56,0.0,1.05,17.92,0.2743524
2019-10-12,Meerut,28.98,25.77,0.0,1.36,16.86,0.26547495
2019-10-13,Meerut,28.98,25.8,0.0,1.8,16.43,0.25717863
2019-10-14,Meerut,28.98,26.07,0.0,1.29,16.46,0.24915059
2019-10-15,Meerut,28.98,26.03,0.0,1.36,15.47,0.241944
2019-10-16,Meerut,28.98,25.66,0.04,1.36,15.15,0.23521297
2019-10-17,Meerut,28.98,26.38,0.0,1.01,15.31,0.22943561
2019-10-18,Meerut,28.98,26.15,0.47,1.24,14.69,0.22360928
2019-10-19,Meerut,28.98,25.86,0.09,1.08,12.95,0.21864955
2019-10-20,Meerut,28.98,24.38,0.0,2.08,14.64,0.21254794
2019-10-21,Meerut,28.98,23.5,0.0,2.62,16.55,0.20530765
2019-10-22,Meerut,28.98,23.12,0.0,2.56,15.61,0.19865417
2019-10-23,Meerut,28.98,23.63,0.0,1.9,16.95,0.19320361
2019-10-24,Meerut,28.98,23.27,0.0,1.32,15.7,0.18899345
2019-10-25,Meerut,28.98,23.21,0.0,1.31,14.84,0.18588193
2019-10-26,Meerut,28.98,23.22,0.0,1.09,14.49,0.18301837
2019-10-27,Meerut,28.98,23.25,0.0,1.76,13.2,0.17934036
2019-10-28,Meerut,28.98,23.49,0.0,1.43,10.84,0.17598979
2019-10-29,Meerut,28.98,23.96,0.0,1.04,7.84,0.1738135
2019-10-30,Meerut,28.98,24.63,0.0,1.29,8.93,0.17157109
2019-10-31,Meerut,28.98,24.18,0.0,1.63,13.09,0.16882896
2019-11-01,Meerut,28.98,23.73,0.0,1.39,12.34,0.1662604
2019-11-02,Meerut,28.98,23.85,0.0,1.7,10.08,0.16477966
2019-11-03,Meerut,28.98,23.34,0.05,2.12,6.51,0.1648407
2019-11-04,Meerut,28.98,22.97,0.03,2.79,10.84,0.162831
2019-11-05,Meerut,28.98,22.34,0.0,2.74,14.49,0.16043854
2019-11-06,Meerut,28.98,23.25,0.0,1.04,12.93,0.15864499
2019-11-07,Meerut,28.98,21.19,0.45,1.85,5.19,0.18489456
2019-11-08,Meerut,28.98,21.79,0.05,1.62,12.4,0.21041553
2019-11-09,Meerut,28.98,22.29,0.0,2.34,14.08,0.2013963
2019-11-10,Meerut,28.98,21.02,0.0,2.41,12.33,0.19307518
2019-11-11,Meerut,28.98,19.58,0.0,1.82,11.58,0.18621254
2019-11-12,Meerut,28.98,19.21,0.0,2.06,11.47,0.18064372
2019-11-13,Meerut,28.98,20.21,0.0,1.43,9.42,0.1762956
2019-11-14,Meerut,28.98,20.89,0.0,0.77,6.15,0.17277718
2019-11-15,Meerut,28.98,20.01,0.0,1.19,10.1,0.16952007
2019-11-16,Meerut,28.98,20.43,0.0,3.09,11.46,0.16604741
2019-11-17,Meerut,28.98,20.8,0.0,4.34,14.19,0.16277568
2019-11-18,Meerut,28.98,18.96,0.0,2.51,13.96,0.16026814
2019-11-19,Meerut,28.98,19.26,0.0,1.49,13.38,0.15835571
2019-11-20,Meerut,28.98,19.46,0.0,0.86,13.36,0.15684445
2019-11-21,Meerut,28.98,19.06,0.0,1.24,10.64,0.15554683
2019-11-22,Meerut,28.98,19.42,0.0,1.61,10.28,0.15430959
2019-11-23,Meerut,28.98,20.82,0.0,2.84,8.86,0.15335019
2019-11-24,Meerut,28.98,21.18,0.0,2.63,9.69,0.152476
2019-11-25,Meerut,28.98,21.73,0.0,1.39,10.98,0.15154712
2019-11-26,Meerut,28.98,20.14,0.09,2.13,10.03,0.15063985
2019-11-27,Meerut,28.98,20.19,1.17,1.99,8.74,0.16740608
2019-11-28,Meerut,28.98,19.55,13.28,3.52,6.47,0.3093853
2019-11-29,Meerut,28.98,18.16,3.38,1.53,9.9,0.30079588
2019-11-30,Meerut,28.98,16.62,0.0,1.75,10.19,0.276083
2019-12-01,Meerut,28.98,15.31,0.0,1.87,10.45,0.2587706
2019-12-02,Meerut,28.98,14.69,0.0,2.06,12.52,0.24556287
2019-12-03,Meerut,28.98,14.92,0.0,1.98,14.03,0.23472214
2019-12-04,Meerut,28.98,15.01,0.0,1.46,11.94,0.22615178
2019-12-05,Meerut,28.98,16.06,0.0,0.78,9.95,0.21935718
2019-12-06,Meerut,28.98,17.18,0.0,0.69,9.48,0.21339671
2019-12-07,Meerut,28.98,17.18,0.0,1.03,9.78,0.2077624
2019-12-08,Meerut,28.98,16.72,0.0,1.13,9.47,0.20238686
2019-12-09,Meerut,28.98,15.12,0.0,1.11,8.94,0.19726562
2019-12-10,Meerut,28.98,15.3,0.0,1.32,9.05,0.19271469
2019-12-11,Meerut,28.98,16.07,0.0,0.9,7.37,0.18907547
2019-12-12,Meerut,28.98,15.49,9.73,1.99,4.71,0.22090213
2019-12-13,Meerut,28.98,14.86,27.87,2.43,3.12,0.36702666
2019-12-14,Meerut,28.98,13.73,0.22,1.09,7.19,0.33203697
2019-12-15,Meerut,28.98,13.21,0.0,1.58,9.36,0.30432
2019-12-16,Meerut,28.98,11.71,0.0,2.07,2.88,0.28778458
2019-12-17,Meerut,28.98,10.83,0.0,2.06,3.74,0.27628008
2019-12-18,Meerut,28.98,10.01,0.0,2.01,8.0,0.26694617
2019-12-19,Meerut,28.98,10.53,0.0,1.33,5.69,0.25949606
2019-12-20,Meerut,28.98,12.56,0.0,1.43,6.78,0.25307655
2019-12-21,Meerut,28.98,14.4,0.0,2.03,6.64,0.2497031
2019-12-22,Meerut,28.98,12.08,0.0,2.21,7.32,0.24477069
2019-12-23,Meerut,28.98,11.48,0.0,1.84,7.45,0.24045117
2019-12-24,Meerut,28.98,10.54,0.0,1.19,7.74,0.23722775
2019-12-25,Meerut,28.98,9.71,0.0,1.96,6.84,0.23370807
2019-12-26,Meerut,28.98,9.03,0.0,2.4,7.93,0.2305425
2019-12-27,Meerut,28.98,7.33,0.0,1.45,7.99,0.22806422
2019-12-28,Meerut,28.98,7.29,0.0,1.32,5.79,0.2260437
2019-12-29,Meerut,28.98,8.79,0.0,1.02,6.83,0.22390302
2019-12-30,Meerut,28.98,8.96,0.0,1.5,2.52,0.22220738
2019-12-31,Meerut,28.98,8.18,0.0,1.4,7.41,0.2200489
2020-01-01,Meerut,28.98,10.91,0.0,1.51,10.28,0.21685092
2020-01-02,Meerut,28.98,12.86,0.16,1.53,10.87,0.21374004
2020-01-03,Meerut,28.98,14.96,0.06,1.1,11.11,0.21243095
2020-01-04,Meerut,28.98,13.71,0.33,1.45,9.07,0.21045685
2020-01-05,Meerut,28.98,12.37,0.0,1.89,10.77,0.20688184
2020-01-06,Meerut,28.98,13.13,0.22,1.88,5.41,0.20600446
2020-01-07,Meerut,28.98,13.9,3.14,1.76,5.94,0.2621657
2020-01-08,Meerut,28.98,12.22,10.04,1.59,2.21,0.39892578
2020-01-09,Meerut,28.98,9.41,0.06,2.61,10.49,0.3508129
2020-01-10,Meerut,28.98,8.77,0.0,2.13,13.63,0.3283291
2020-01-11,Meerut,28.98,10.12,0.0,1.56,13.4,0.31502214
2020-01-12,Meerut,28.98,13.01,0.0,1.17,13.3,0.30503592
2020-01-13,Meerut,28.98,13.98,1.09,2.06,8.18,0.3546346
2020-01-14,Meerut,28.98,13.53,0.03,1.52,8.24,0.36162123
2020-01-15,Meerut,28.98,12.82,0.0,1.4,9.18,0.34167352
2020-01-16,Meerut,28.98,12.5,4.57,1.39,4.34,0.3968347
2020-01-17,Meerut,28.98,12.97,4.63,1.65,8.42,0.39034843
2020-01-18,Meerut,28.98,12.87,0.06,1.41,6.07,0.36926588
2020-01-19,Meerut,28.98,11.05,0.0,1.97,11.3,0.355786
2020-01-20,Meerut,28.98,10.83,0.0,1.43,7.97,0.34510803
2020-01-21,Meerut,28.98,12.61,0.0,1.27,8.77,0.34043375
2020-01-22,Meerut,28.98,12.62,0.0,2.15,9.53,0.33044687
2020-01-23,Meerut,28.98,11.18,0.0,3.61,15.05,0.3198236
2020-01-24,Meerut,28.98,11.11,0.0,3.0,16.43,0.3093586
2020-01-25,Meerut,28.98,11.34,0.0,1.3,13.95,0.3021215
2020-01-26,Meerut,28.98,13.78,0.0,1.81,14.52,0.29548264
2020-01-27,Meerut,28.98,15.5,1.23,1.53,9.11,0.2955583
2020-01-28,Meerut,28.98,13.19,8.52,2.23,8.59,0.38017592
2020-01-29,Meerut,28.98,13.96,1.68,1.04,13.29,0.37238503
2020-01-30,Meerut,28.98,11.82,0.0,2.6,15.63,0.34903082
2020-01-31,Meerut,28.98,11.5,0.0,1.97,15.08,0.3345076
2020-02-01,Meerut,28.98,11.96,0.0,1.44,14.99,0.3240153
2020-02-02,Meerut,28.98,11.18,0.0,2.18,15.07,0.3147672
2020-02-03,Meerut,28.98,11.55,0.0,1.63,15.98,0.30620322
2020-02-04,Meerut,28.98,12.24,0.0,1.26,14.02,0.29858527
2020-02-05,Meerut,28.98,12.31,0.0,2.11,13.77,0.29039574
2020-02-06,Meerut,28.98,11.79,0.0,1.55,14.58,0.28297424
2020-02-07,Meerut,28.98,11.92,0.0,1.6,14.74,0.2775618
2020-02-08,Meerut,28.98,11.69,0.0,1.94,15.45,0.27163187
2020-02-09,Meerut,28.98,12.4,0.0,1.61,15.45,0.26467514
2020-02-10,Meerut,28.98,13.12,0.0,1.71,15.15,0.25764593
2020-02-11,Meerut,28.98,13.84,0.0,1.46,14.96,0.2509047
2020-02-12,Meerut,28.98,15.41,0.0,2.66,15.44,0.24375725
2020-02-13,Meerut,28.98,18.89,0.0,3.75,17.21,0.23541832
2020-02-14,Meerut,28.98,17.72,0.0,4.27,18.46,0.2271506
2020-02-15,Meerut,28.98,15.42,0.0,2.96,19.72,0.21905708
2020-02-16,Meerut,28.98,15.7,0.0,1.96,19.19,0.21238963
2020-02-17,Meerut,28.98,16.01,0.0,2.39,18.6,0.2061723
2020-02-18,Meerut,28.98,15.96,0.0,2.34,19.6,0.19950931
2020-02-19,Meerut,28.98,18.02,0.0,2.58,15.03,0.19433276
2020-02-20,Meerut,28.98,19.23,0.75,3.73,15.7,0.2527237
2020-02-21,Meerut,28.98,16.04,14.7,3.55,6.36,0.42384276
2020-02-22,Meerut,28.98,17.48,0.0,1.4,12.47,0.39531198
2020-02-23,Meerut,28.98,18.73,1.24,1.02,12.75,0.38150978
2020-02-24,Meerut,28.98,18.58,0.04,1.8,15.82,0.36717162
2020-02-25,Meerut,28.98,18.2,0.91,1.52,15.98,0.34980202
2020-02-26,Meerut,28.98,18.59,0.02,1.53,16.61,0.3365313
2020-02-27,Meerut,28.98,17.43,0.0,1.58,14.29,0.3262793
2020-02-28,Meerut,28.98,19.03,0.0,3.01,14.33,0.31668153
2020-02-29,Meerut,28.98,20.08,4.89,2.69,14.05,0.370917
2020-03-01,Meerut,28.98,20.28,1.99,1.4,17.82,0.35353914
2020-03-02,Meerut,28.98,20.3,0.0,1.4,17.57,0.3351612
2020-03-03,Meerut,28.98,20.39,0.0,1.59,17.3,0.3192247
2020-03-04,Meerut,28.98,21.39,3.52,1.19,15.4,0.33036995
2020-03-05,Meerut,28.98,20.11,7.51,2.19,15.08,0.37023607
2020-03-06,Meerut,28.98,17.39,35.17,3.49,12.01,0.41484007
2020-03-07,Meerut,28.98,17.36,0.6,1.47,12.14,0.39583206
2020-03-08,Meerut,28.98,17.87,0.0,1.48,20.17,0.3732961
2020-03-09,Meerut,28.98,17.18,0.0,3.0,21.25,0.3532219
2020-03-10,Meerut,28.98,18.61,0.0,1.16,18.62,0.3377482
2020-03-11,Meerut,28.98,18.73,1.2,2.92,16.94,0.33121428
2020-03-12,Meerut,28.98,20.24,3.35,2.5,18.93,0.32253265
2020-03-13,Meerut,28.98,20.01,4.6,1.09,20.42,0.33687082
2020-03-14,Meerut,28.98,16.77,7.26,1.41,13.5,0.35730043
2020-03-15,Meerut,28.98,17.79,0.51,0.98,19.51,0.35144868
2020-03-16,Meerut,28.98,18.77,0.0,1.73,17.07,0.33372244
2020-03-17,Meerut,28.98,19.78,0.0,2.33,22.13,0.31697336
2020-03-18,Meerut,28.98,20.78,0.0,2.37,21.3,0.30787405
2020-03-19,Meerut,28.98,21.84,0.02,1.59,21.73,0.29975066
2020-03-20,Meerut,28.98,23.55,0.0,0.85,18.36,0.28819975
2020-03-21,Meerut,28.98,24.22,0.17,0.89,18.62,0.28022066
2020-03-22,Meerut,28.98,23.27,0.01,1.8,22.43,0.26853052
2020-03-23,Meerut,28.98,23.65,0.0,1.46,20.7,0.2551969
2020-03-24,Meerut,28.98,24.12,0.64,1.29,14.96,0.27627817
2020-03-25,Meerut,28.98,24.65,0.0,2.32,21.59,0.2967205
2020-03-26,Meerut,28.98,22.84,0.0,2.88,13.26,0.27319273
2020-03-27,Meerut,28.98,22.21,5.23,1.97,11.81,0.2764937
2020-03-28,Meerut,28.98,22.37,0.08,2.43,24.9,0.2736403
2020-03-29,Meerut,28.98,22.66,0.0,3.5,24.47,0.25260672
2020-03-30,Meerut,28.98,21.84,0.0,2.98,24.85,0.23448181
2020-03-31,Meerut,28.98,22.82,0.09,2.83,21.51,0.21979968
2020-04-01,Meerut,28.98,25.6,0.47,1.93,24.09,0.20667012
2020-04-02,Meerut,28.98,23.84,0.0,3.28,24.2,0.19452922
2020-04-03,Meerut,28.98,22.47,0.0,2.98,26.1,0.18413861
2020-04-04,Meerut,28.98,23.46,0.0,2.69,26.17,0.1758302
2020-04-05,Meerut,28.98,25.16,0.0,1.87,23.87,0.16938464
2020-04-06,Meerut,28.98,26.2,0.0,2.71,25.44,0.1634477
2020-04-07,Meerut,28.98,26.18,0.0,3.12,24.45,0.15853882
2020-04-08,Meerut,28.98,25.33,0.0,2.75,25.11,0.1550916
2020-04-09,Meerut,28.98,25.22,0.0,2.35,24.4,0.15212758
2020-04-10,Meerut,28.98,26.82,0.0,2.34,24.61,0.15474384
2020-04-11,Meerut,28.98,28.57,0.0,2.39,24.82,0.15507443
2020-04-12,Meerut,28.98,28.38,0.0,3.05,25.34,0.15120633
2020-04-13,Meerut,28.98,30.01,0.0,2.62,24.18,0.14825885
2020-04-14,Meerut,28.98,31.35,0.0,1.23,20.4,0.15963681
2020-04-15,Meerut,28.98,31.19,0.0,1.73,22.04,0.16768837
2020-04-16,Meerut,28.98,30.64,0.02,2.8,23.39,0.16182391
2020-04-17,Meerut,28.98,28.9,0.42,1.99,22.38,0.15843265
2020-04-18,Meerut,28.98,29.5,0.58,2.06,21.67,0.16425069
2020-04-19,Meerut,28.98,28.67,3.04,2.33,24.0,0.16373952
2020-04-20,Meerut,28.98,24.67,0.07,2.45,13.19,0.1630338
2020-04-21,Meerut,28.98,27.75,0.18,1.86,23.68,0.16187985
2020-04-22,Meerut,28.98,28.18,0.0,1.8,26.05,0.15711784
2020-04-23,Meerut,28.98,28.64,0.29,2.19,16.04,0.15242131
2020-04-24,Meerut,28.98,30.27,0.02,1.4,26.11,0.14900334
2020-04-25,Meerut,28.98,31.45,0.57,1.01,21.25,0.15491231
2020-04-26,Meerut,28.98,29.82,6.9,2.8,14.76,0.22341792
2020-04-27,Meerut,28.98,26.69,5.62,3.62,25.09,0.36188316
2020-04-28,Meerut,28.98,28.35,0.11,1.49,22.62,0.3112227
2020-04-29,Meerut,28.98,30.44,0.0,1.14,22.51,0.27500534
2020-04-30,Meerut,28.98,31.23,0.38,1.22,23.4,0.26897302
2020-05-01,Meerut,28.98,32.12,0.0,1.85,24.81,0.26424918
2020-05-02,Meerut,28.98,32.63,0.14,2.53,25.6,0.236571
2020-05-03,Meerut,28.98,30.73,8.7,2.75,14.87,0.21937115
2020-05-04,Meerut,28.98,29.99,2.25,1.15,23.77,0.22551219
2020-05-05,Meerut,28.98,31.15,0.19,1.38,25.39,0.22763698
2020-05-06,Meerut,28.98,31.29,0.44,1.6,19.57,0.22519557
2020-05-07,Meerut,28.98,29.88,3.18,2.08,27.44,0.21100235
2020-05-08,Meerut,28.98,32.63,0.0,1.71,27.23,0.19209926
2020-05-09,Meerut,28.98,33.46,0.0,1.45,25.99,0.18412335
2020-05-10,Meerut,28.98,30.49,7.33,1.87,12.34,0.18155162
2020-05-11,Meerut,28.98,29.74,1.75,1.74,21.66,0.175546
2020-05-12,Meerut,28.98,31.2,0.13,1.21,23.11,0.16990153
2020-05-13,Meerut,28.98,31.69,0.12,1.69,14.07,0.16605885
2020-05-14,Meerut,28.98,33.06,0.0,1.55,24.34,0.16267712
2020-05-15,Meerut,28.98,32.71,0.19,3.56,25.46,0.15701358
2020-05-16,Meerut,28.98,32.32,0.0,4.02,27.49,0.15139644
2020-05-17,Meerut,28.98,33.19,0.0,2.28,23.94,0.147192
2020-05-18,Meerut,28.98,33.3,0.0,2.61,26.33,0.14404361
2020-05-19,Meerut,28.98,33.4,0.0,2.8,27.29,0.14253998
2020-05-20,Meerut,28.98,32.42,0.0,3.05,29.46,0.1413002
2020-05-21,Meerut,28.98,33.66,0.0,4.06,28.58,0.13984235
2020-05-22,Meerut,28.98,36.08,0.0,1.88,28.69,0.13879776
2020-05-23,Meerut,28.98,38.08,0.0,2.08,25.22,0.14354579
2020-05-24,Meerut,28.98,37.83,0.0,2.84,27.28,0.14533234
2020-05-25,Meerut,28.98,37.54,0.0,3.21,28.61,0.14224179
2020-05-26,Meerut,28.98,38.28,0.0,2.8,27.21,0.14016533
2020-05-27,Meerut,28.98,38.98,0.01,1.91,25.3,0.1389529
2020-05-28,Meerut,28.98,36.2,0.51,5.32,22.42,0.14162762
2020-05-29,Meerut,28.98,34.18,3.41,4.28,21.14,0.15719986
2020-05-30,Meerut,28.98,30.76,9.97,2.42,22.76,0.3389454
2020-05-31,Meerut,28.98,29.36,22.24,1.66,18.81,0.32904243
2020-06-01,Meerut,28.98,30.16,3.38,1.51,25.07,0.29188475
2020-06-02,Meerut,28.98,31.75,0.59,1.57,24.17,0.25748572
2020-06-03,Meerut,28.98,32.77,0.27,1.5,24.57,0.23411179
2020-06-04,Meerut,28.98,31.51,3.49,2.79,12.34,0.21909969
2020-06-05,Meerut,28.98,30.46,2.62,1.59,21.24,0.24604861
2020-06-06,Meerut,28.98,31.35,0.6,1.27,23.58,0.26013246
2020-06-07,Meerut,28.98,31.94,11.13,1.25,22.13,0.24812317
2020-06-08,Meerut,28.98,32.94,0.01,1.5,25.63,0.22374725
2020-06-09,Meerut,28.98,34.66,0.38,1.57,25.33,0.20042293
2020-06-10,Meerut,28.98,35.9,0.0,1.64,23.55,0.18258858
2020-06-11,Meerut,28.98,36.27,0.11,1.11,23.69,0.1699295
2020-06-12,Meerut,28.98,37.0,0.0,1.05,21.78,0.16024335
2020-06-13,Meerut,28.98,36.37,0.06,1.45,14.84,0.16075389
2020-06-14,Meerut,28.98,35.7,0.2,1.2,21.29,0.15899213
2020-06-15,Meerut,28.98,36.0,0.39,1.23,24.46,0.15269916
2020-06-16,Meerut,28.98,36.41,0.14,1.12,24.4,0.14817238
2020-06-17,Meerut,28.98,35.08,0.62,1.56,25.3,0.14508756
2020-06-18,Meerut,28.98,35.85,0.62,1.96,25.23,0.14276505
2020-06-19,Meerut,28.98,36.9,0.0,1.68,22.28,0.14118767
2020-06-20,Meerut,28.98,36.73,3.6,1.98,17.13,0.14070892
2020-06-21,Meerut,28.98,35.23,0.01,1.39,23.65,0.14244461
2020-06-22,Meerut,28.98,33.98,8.59,1.23,24.03,0.14651744
2020-06-23,Meerut,28.98,34.16,1.15,3.43,23.22,0.15270424
2020-06-24,Meerut,28.98,31.29,1.35,2.69,15.07,0.20300357
2020-06-25,Meerut,28.98,34.18,3.33,1.51,19.81,0.19089572
2020-06-26,Meerut,28.98,34.2,0.2,2.05,18.39,0.18935458
2020-06-27,Meerut,28.98,36.93,0.21,3.38,21.08,0.18253899
2020-06-28,Meerut,28.98,37.23,0.24,3.67,22.69,0.17102368
2020-06-29,Meerut,28.98,37.35,0.4,2.69,20.99,0.16504224
2020-06-30,Meerut,28.98,34.42,2.6,2.34,20.51,0.18016434
2020-07-01,Meerut,28.98,35.21,1.2,1.48,17.79,0.16848946
2020-07-02,Meerut,28.98,34.51,11.49,1.74,19.91,0.1628844
2020-07-03,Meerut,28.98,35.24,9.7,1.76,19.88,0.1561578
2020-07-04,Meerut,28.98,36.26,5.71,1.88,19.69,0.21700287
2020-07-05,Meerut,28.98,30.46,31.64,2.15,19.36,0.21580124
2020-07-06,Meerut,28.98,32.64,0.03,1.91,17.79,0.2070853
2020-07-07,Meerut,28.98,29.92,10.66,4.4,16.02,0.23408318
2020-07-08,Meerut,28.98,30.79,3.43,2.68,15.81,0.32097816
2020-07-09,Meerut,28.98,33.38,0.75,1.86,21.38,0.33623567
2020-07-10,Meerut,28.98,35.35,0.78,3.3,20.48,0.31261063
2020-07-11,Meerut,28.98,34.46,4.1,2.74,19.61,0.27583694
2020-07-12,Meerut,28.98,33.01,9.89,1.25,19.61,0.2499485
2020-07-13,Meerut,28.98,33.18,0.0,2.28,24.44,0.22527695
2020-07-14,Meerut,28.98,34.56,0.0,1.75,22.3,0.2137394
2020-07-15,Meerut,28.98,33.58,0.22,2.65,18.17,0.21057446
2020-07-16,Meerut,28.98,32.64,3.08,3.0,18.19,0.24805069
2020-07-17,Meerut,28.98,31.73,23.44,2.43,16.98,0.34362093
2020-07-18,Meerut,28.98,32.63,16.91,1.22,14.17,0.3485826
2020-07-19,Meerut,28.98,32.13,16.53,1.93,13.94,0.35225233
2020-07-20,Meerut,28.98,32.52,11.44,2.67,14.59,0.37658247
2020-07-21,Meerut,28.98,30.51,23.14,1.37,14.14,0.39562288
2020-07-22,Meerut,28.98,28.34,21.7,1.4,11.95,0.39568457
2020-07-23,Meerut,28.98,29.45,0.27,1.73,23.77,0.36516252
2020-07-24,Meerut,28.98,29.33,1.36,2.14,20.65,0.34042993
2020-07-25,Meerut,28.98,29.53,1.6,2.11,17.53,0.32819048
2020-07-26,Meerut,28.98,29.8,9.66,1.13,22.6,0.36626753
2020-07-27,Meerut,28.98,31.74,0.69,1.98,22.1,0.36966643
2020-07-28,Meerut,28.98,32.37,13.16,2.06,21.44,0.34447417
2020-07-29,Meerut,28.98,31.43,22.67,1.95,16.01,0.3663807
2020-07-30,Meerut,28.98,28.53,26.98,1.4,14.64,0.37293115
2020-07-31,Meerut,28.98,29.45,9.46,1.06,16.93,0.38244057
2020-08-01,Meerut,28.98,30.38,3.55,1.55,17.17,0.3619938
2020-08-02,Meerut,28.98,30.12,0.54,1.98,22.82,0.34599367
2020-08-03,Meerut,28.98,31.33,0.77,1.97,18.45,0.32834435
2020-08-04,Meerut,28.98,31.98,0.66,1.35,19.68,0.33112463
2020-08-05,Meerut,28.98,30.62,1.37,1.57,12.02,0.3257192
2020-08-06,Meerut,28.98,30.3,1.29,3.35,21.45,0.30374017
2020-08-07,Meerut,28.98,30.3,0.4,2.72,18.41,0.28333536
2020-08-08,Meerut,28.98,31.26,4.57,0.98,22.19,0.28902435
2020-08-09,Meerut,28.98,30.66,6.62,0.69,14.14,0.3982099
2020-08-10,Meerut,28.98,29.8,4.61,1.63,14.79,0.39872932
2020-08-11,Meerut,28.98,28.92,16.89,2.08,13.81,0.4033769
2020-08-12,Meerut,28.98,30.32,11.51,2.06,15.94,0.42963982
2020-08-13,Meerut,28.98,29.1,10.92,1.83,4.62,0.42349815
2020-08-14,Meerut,28.98,28.43,8.12,1.93,13.48,0.4221662
2020-08-15,Meerut,28.98,29.25,1.87,1.96,17.35,0.4018612
2020-08-16,Meerut,28.98,29.85,0.54,1.67,17.78,0.39038086
2020-08-17,Meerut,28.98,30.54,2.93,1.56,15.41,0.3795878
2020-08-18,Meerut,28.98,29.38,6.7,1.61,15.71,0.4085687
2020-08-19,Meerut,28.98,29.37,28.7,1.15,3.25,0.42484856
2020-08-20,Meerut,28.98,27.57,37.43,1.99,8.43,0.4139792
2020-08-21,Meerut,28.98,27.85,0.53,2.01,20.66,0.3870729
2020-08-22,Meerut,28.98,28.07,0.66,2.13,19.3,0.36855188
2020-08-23,Meerut,28.98,27.95,0.65,2.91,17.13,0.35623613
2020-08-24,Meerut,28.98,28.2,0.41,2.87,17.35,0.35358176
2020-08-25,Meerut,28.98,28.35,0.35,2.32,15.93,0.3536326
2020-08-26,Meerut,28.98,29.08,0.65,1.33,20.38,0.3490645
2020-08-27,Meerut,28.98,29.11,3.7,0.68,18.18,0.35489273
2020-08-28,Meerut,28.98,28.99,13.05,1.43,11.6,0.3826014
2020-08-29,Meerut,28.98,28.95,8.12,0.87,18.01,0.3659636
